Sample_ID,Sample_Type,Type,Raw_Yield(G),Raw_Reads_Num(M),Raw_Q30,Raw_Q20,Raw_GC,Clean_Yield(G),Clean_Reads_Num(M),Clean_Q30,Clean_Q20,Clean_GC,Effective,Insert_Size_Peak(bp),V_primer_percent,J_primer_percent,merge_rate,clone_reads_ratio
SZ202211081333DNA-d,gdna,Cancer_B,5.59,37.28,92.71,97.29,55.96,5.03,37.03,93.31,97.68,56.27,90.0,158,97.52,96.74,0.79,0.823
SZ202211081334DNA-e,gdna,Cancer_B,3.94,26.28,93.33,97.63,55.8,3.52,26.14,93.93,98.0,56.15,89.34,158,97.52,96.89,0.84,0.832
SZ202211081335DNA-c,gdna,Cancer_B,2.6,17.31,92.86,97.3,56.41,2.29,17.2,93.84,97.93,56.56,88.14,158,96.56,95.89,0.81,0.781
SZ202211081336DNA-1,gdna,Cancer_B,6.62,44.12,92.95,97.45,54.08,5.98,43.9,93.55,97.83,54.24,90.41,208,97.43,96.75,0.85,0.823
SZ202211081031DNA-a,gdna,Cancer_B,9.38,62.56,93.74,97.79,54.69,8.1,62.31,94.39,98.15,55.11,86.35,169,97.64,96.73,0.93,0.859
SZ202211081029DNA-a,gdna,Cancer_B,7.57,50.46,93.91,97.86,55.56,6.57,50.26,94.58,98.24,56.12,86.8,146,97.56,96.64,0.9,0.853
SZ20221108568DNA-7,gdna,Cancer_B,7.63,50.85,92.23,97.06,55.59,6.27,50.57,93.11,97.57,56.26,82.22,131,97.18,96.98,0.95,0.862
SZ20221108149DNA-3,gdna,Cancer_B,8.56,57.08,92.28,96.82,54.77,6.87,56.67,93.76,97.8,55.22,80.2,112,97.86,97.13,0.98,0.876
SZ20221108179DNA-6,gdna,Cancer_B,5.96,39.73,94.48,98.05,55.12,5.23,39.52,95.07,98.37,55.49,87.83,131,97.83,97.23,0.91,0.873
SZ20221108180DNA-5,gdna,Cancer_B,5.52,36.83,93.95,97.78,55.2,4.83,36.58,94.49,98.1,55.64,87.5,110,97.88,97.04,0.88,0.868
SZ20221108181DNA-b,gdna,Cancer_B,5.21,34.71,94.15,97.88,55.25,4.56,34.51,94.76,98.22,55.62,87.5,158,97.62,97.04,0.87,0.846
SZ20221108182DNA-a,gdna,Cancer_B,7.66,51.04,94.41,98.01,54.5,6.57,50.75,95.08,98.37,54.86,85.84,124,97.7,97.08,0.89,0.872
SZ20221108183DNA-9,gdna,Cancer_B,7.12,47.49,93.89,97.79,55.02,6.1,47.22,94.47,98.11,55.49,85.67,112,97.91,96.83,0.86,0.872
SZ20221108184DNA-f,gdna,Cancer_B,5.8,38.66,94.5,98.01,55.15,4.7,38.48,95.57,98.58,55.91,80.97,114,97.69,97.07,0.98,0.878
SZ20221108185DNA-0,gdna,Cancer_B,5.41,36.08,94.09,97.87,55.22,4.75,35.84,94.71,98.22,55.65,87.7,126,97.82,97.11,0.89,0.87
SZ20221108186DNA-0,gdna,Cancer_B,5.58,37.2,94.05,97.83,54.79,4.77,37.0,94.76,98.22,55.25,85.52,147,97.89,97.09,0.92,0.874
SZ20221108187DNA-4,gdna,Cancer_B,5.96,39.74,94.62,98.12,55.57,5.11,39.56,95.28,98.47,56.15,85.7,114,97.92,97.05,0.92,0.874
SZ20221108188DNA-d,gdna,Cancer_B,6.3,42.02,93.98,97.81,55.07,5.4,41.73,94.71,98.21,55.58,85.7,110,97.81,97.13,0.91,0.874
SZ20221108189DNA-8,gdna,Cancer_B,5.27,35.15,94.2,97.9,55.59,4.64,34.94,94.99,98.34,56.03,87.92,144,97.88,97.16,0.88,0.868
SZ20221108190DNA-d,gdna,Cancer_B,6.82,45.47,94.23,97.92,55.19,5.91,45.18,94.88,98.28,55.66,86.61,107,97.84,97.14,0.88,0.877
SZ20221108191DNA-8,gdna,Cancer_B,6.58,43.89,94.06,97.86,55.18,5.78,43.62,94.69,98.22,55.53,87.85,108,97.77,97.24,0.87,0.861
SZ20221108192DNA-b,gdna,Cancer_B,7.8,52.03,94.18,97.86,55.22,6.65,51.65,94.88,98.28,55.7,85.22,111,97.82,97.18,0.9,0.869
SZ20221108193DNA-7,gdna,Cancer_B,6.38,42.52,94.25,97.93,54.89,5.44,42.25,95.04,98.37,55.34,85.32,240,97.8,97.12,0.91,0.875
SZ20221108194DNA-e,gdna,Cancer_B,5.73,38.23,94.19,97.91,55.08,4.93,37.99,94.91,98.33,55.52,85.99,239,97.87,97.2,0.91,0.881
SZ20221108195DNA-9,gdna,Cancer_B,9.59,63.91,94.52,98.02,54.83,8.01,63.59,95.46,98.53,55.41,83.55,148,97.97,97.1,0.93,0.887
SZ20221108196DNA-e,gdna,Cancer_B,7.41,49.39,94.79,98.19,55.76,6.34,49.23,95.65,98.66,56.41,85.61,113,97.8,96.82,0.93,0.875
SZ20221108197DNA-b,gdna,Cancer_B,9.62,64.11,94.43,98.01,54.73,8.13,63.75,95.24,98.45,55.21,84.59,110,97.88,97.27,0.94,0.88
SZ20221108198DNA-f,gdna,Cancer_B,7.1,47.33,94.07,97.86,55.51,6.19,47.04,94.72,98.23,55.99,87.15,141,97.92,97.1,0.9,0.868
SZ20221108199DNA-8,gdna,Cancer_B,7.45,49.65,94.39,98.03,54.92,6.57,49.41,95.04,98.4,55.26,88.21,153,97.93,96.86,0.9,0.853
SZ20221108200DNA-1,gdna,Cancer_B,8.05,53.7,94.14,97.84,55.66,6.87,53.32,94.82,98.24,56.25,85.32,124,97.91,97.11,0.89,0.846
SZ20221108201DNA-c,gdna,Cancer_B,7.13,47.56,94.62,98.08,55.23,6.07,47.31,95.34,98.48,55.75,85.12,247,97.54,96.9,0.88,0.868
SZ20221108178DNA-c,gdna,Cancer_B,7.19,47.96,94.56,98.08,54.85,6.03,47.75,95.38,98.51,55.39,83.83,110,97.95,97.09,0.94,0.877
SZ20221108177DNA-8,gdna,Cancer_B,6.53,43.54,94.32,97.94,54.85,5.48,43.31,95.05,98.32,55.45,83.91,138,97.95,97.04,0.93,0.883
SZ20221108176DNA-9,gdna,Cancer_B,6.13,40.89,94.47,98.06,54.78,5.2,40.69,95.28,98.48,55.31,84.84,142,97.92,97.15,0.9,0.884
SZ20221108163DNA-6,gdna,Cancer_B,5.23,34.9,93.82,97.46,55.68,4.29,34.73,95.36,98.57,56.1,81.94,111,98.02,96.47,0.97,0.8
SZ20221108152DNA-b,gdna,Cancer_B,6.32,42.15,92.25,96.81,54.73,5.09,41.84,93.67,97.76,55.21,80.42,112,97.84,97.05,0.97,0.876
SZ20221108153DNA-b,gdna,Cancer_B,7.59,50.62,92.22,96.84,54.81,6.13,50.25,93.56,97.73,55.3,80.76,112,97.79,97.04,0.97,0.873
SZ20221108154DNA-e,gdna,Cancer_B,6.86,45.71,92.46,97.03,54.57,5.7,45.41,93.49,97.71,55.02,83.17,112,97.85,97.08,0.98,0.878
SZ20221108155DNA-7,gdna,Cancer_B,4.4,29.31,92.54,97.01,54.69,3.59,29.12,93.82,97.84,55.16,81.58,109,97.91,97.09,0.97,0.876
SZ20221108156DNA-6,gdna,Cancer_B,4.77,31.82,92.31,96.89,54.68,3.89,31.56,93.52,97.69,55.15,81.46,112,97.81,97.04,0.97,0.871
SZ20221108157DNA-b,gdna,Cancer_B,5.52,36.83,92.35,96.93,54.68,4.49,36.59,93.65,97.78,55.12,81.3,112,97.85,97.07,0.98,0.871
SZ20221108159DNA-7,gdna,Cancer_B,4.14,27.59,92.32,97.1,55.8,3.78,27.38,92.83,97.46,56.06,91.41,155,97.63,97.08,0.82,0.866
SZ20221108160DNA-6,gdna,Cancer_B,4.43,29.51,93.49,97.39,55.85,3.7,29.34,94.78,98.3,56.36,83.51,107,97.77,96.88,0.93,0.86
SZ20221108161DNA-8,gdna,Cancer_B,4,26.7,94.12,97.73,55.24,3.21,26.54,95.14,98.36,55.78,80.23,108,98.19,97.19,0.94,0.876
SZ20221108162DNA-c,gdna,Cancer_B,3.95,26.3,92.74,97.09,55.88,3.38,26.13,93.82,97.87,56.13,85.75,145,97.19,96.49,0.77,0.822
SZ20221108164DNA-d,gdna,Cancer_B,4.42,29.45,93.45,97.43,54.64,3.69,29.26,94.5,98.13,55.04,83.64,101,98.0,97.25,0.91,0.873
SZ20221108175DNA-6,gdna,Cancer_B,6.81,45.4,94.09,97.85,55.02,5.82,45.13,94.8,98.24,55.52,85.39,144,97.76,97.02,0.89,0.865
SZ20221108165DNA-4,gdna,Cancer_B,5.24,34.92,93.04,97.12,53.42,4.29,34.67,94.61,98.21,53.37,81.88,107,97.56,97.38,0.9,0.872
SZ20221108166DNA-6,gdna,Cancer_B,6,40.01,93.11,97.23,55.22,5.12,39.58,94.13,97.94,55.56,85.28,125,97.84,97.16,0.86,0.856
SZ20221108167DNA-1,gdna,Cancer_B,6.05,40.34,93.1,96.92,56.42,4.86,40.13,95.31,98.52,56.9,80.24,88,97.77,96.86,0.94,0.872
SZ20221108168DNA-7,gdna,Cancer_B,4.32,28.78,93.19,97.27,55.63,3.66,28.59,94.46,98.17,56.04,84.85,158,97.61,96.98,0.93,0.814
SZ20221108169DNA-e,gdna,Cancer_B,4.88,32.52,93.68,97.55,55.55,4.26,32.32,94.89,98.34,55.86,87.28,154,97.9,96.93,0.89,0.87
SZ20221108170DNA-0,gdna,Cancer_B,4.13,27.52,92.96,97.23,55.71,3.66,27.21,93.77,97.79,56.04,88.63,151,97.81,97.09,0.81,0.861
SZ20221108171DNA-7,gdna,Cancer_B,7.74,51.62,94.5,98.03,55.5,6.58,51.33,95.25,98.44,56.05,85.05,110,97.9,97.14,0.93,0.864
SZ20221108172DNA-d,gdna,Cancer_B,5.32,35.45,92.5,97.12,55.65,4.75,35.18,92.91,97.39,56.14,89.28,147,97.97,97.05,0.89,0.876
SZ20221108173DNA-1,gdna,Cancer_B,6.09,40.59,93.83,97.76,55.78,5.35,40.32,94.43,98.11,56.27,87.82,144,97.81,97.1,0.88,0.866
SZ20221108174DNA-f,gdna,Cancer_B,7.42,49.48,93.53,97.62,55.4,6.5,49.22,94.14,97.95,55.89,87.54,147,97.83,97.22,0.89,0.869
SZ20221108202DNA-c,gdna,Cancer_B,5.19,34.57,93.62,97.6,55.1,4.6,34.31,94.23,97.98,55.45,88.72,127,97.8,97.03,0.83,0.871
SZ20221108203DNA-d,gdna,Cancer_B,5.61,37.43,94.4,98.01,54.47,5.03,37.23,94.94,98.32,54.8,89.65,139,97.77,97.47,0.86,0.87
SZ20221108204DNA-3,gdna,Cancer_B,7.37,49.16,94.49,98.1,54.39,6.25,48.92,95.15,98.46,54.86,84.73,116,97.78,97.14,0.94,0.876
SZ20221108245DNA-9,gdna,Cancer_B,5.6,37.37,94.71,98.15,54.69,4.79,37.21,95.45,98.56,55.11,85.38,107,97.76,97.36,0.9,0.883
SZ20221108233DNA-a,gdna,Cancer_B,9.36,62.41,94.76,98.13,55.07,7.76,62.09,95.7,98.65,55.7,82.94,110,97.89,97.16,0.91,0.883
SZ20221108234DNA-4,gdna,Cancer_B,8.83,58.87,94.64,98.12,55.19,7.6,58.59,95.32,98.49,55.68,86.07,110,97.91,97.14,0.9,0.874
SZ20221108235DNA-c,gdna,Cancer_B,5.12,34.12,94.74,98.18,55.19,4.38,33.95,95.35,98.5,55.69,85.62,114,97.86,97.26,0.89,0.88
SZ20221108236DNA-8,gdna,Cancer_B,5.15,34.31,93.88,97.74,56.01,4.57,34.02,94.47,98.11,56.43,88.75,128,97.72,97.39,0.87,0.866
SZ20221108237DNA-8,gdna,Cancer_B,5.11,34.08,94.29,97.95,55.32,4.48,33.86,94.91,98.31,55.73,87.7,105,97.85,97.27,0.83,0.862
SZ20221108238DNA-f,gdna,Cancer_B,7.26,48.39,94.07,97.83,55.25,6.34,48.04,94.67,98.19,55.67,87.3,118,97.93,97.16,0.87,0.87
SZ20221108239DNA-2,gdna,Cancer_B,4.8,32.03,94.41,98.07,55.46,4.18,31.9,94.99,98.4,55.87,87.02,158,97.66,97.1,0.79,0.806
SZ20221108240DNA-e,gdna,Cancer_B,7.98,53.17,94.25,97.72,54.79,6.13,52.89,95.96,98.69,55.33,76.81,113,97.01,96.3,0.99,0.871
SZ20221108242DNA-0,gdna,Cancer_B,8.24,54.94,94.99,98.24,54.2,6.86,54.72,95.93,98.74,54.59,83.21,242,97.84,97.32,0.95,0.86
SZ20221108243DNA-8,gdna,Cancer_B,6.98,46.5,94.61,98.03,55.09,5.73,46.31,95.85,98.72,55.73,82.14,107,97.92,97.12,0.92,0.879
SZ20221108246DNA-1,gdna,Cancer_B,7.82,52.17,94.2,97.87,55.53,6.7,51.81,94.92,98.29,56.09,85.64,144,97.83,97.17,0.9,0.87
SZ20221108231DNA-e,gdna,Cancer_B,6.05,40.31,93.89,97.77,55.16,5.3,40.06,94.48,98.11,55.57,87.66,144,97.81,97.16,0.87,0.862
SZ20221108247DNA-4,gdna,Cancer_B,7,46.66,93.95,97.79,55.99,6.15,46.35,94.54,98.14,56.51,87.83,158,97.89,97.19,0.88,0.853
SZ20221108248DNA-5,gdna,Cancer_B,5.4,35.98,94.27,97.89,55.11,4.51,35.76,95.11,98.37,55.71,83.54,115,97.84,97.1,0.89,0.878
SZ20221108250DNA-a,gdna,Cancer_B,8.14,54.28,94.41,97.86,55.11,6.0,53.96,96.15,98.77,56.21,73.68,103,97.73,97.12,0.99,0.886
SZ20221108251DNA-3,gdna,Cancer_B,9.39,62.58,93.98,97.65,54.58,7.41,62.17,95.93,98.7,55.15,78.98,89,97.96,97.31,0.96,0.887
SZ20221108252DNA-e,gdna,Cancer_B,7.37,49.17,94.74,98.07,54.97,5.95,48.96,95.97,98.74,55.56,80.65,110,97.43,96.96,0.97,0.856
SZ20221108253DNA-d,gdna,Cancer_B,5.25,34.98,95.27,98.39,55.35,4.27,34.87,96.32,98.9,55.95,81.41,125,97.76,97.16,0.96,0.872
SZ20221108254DNA-9,gdna,Cancer_B,4.3,28.65,94.33,97.89,54.88,3.56,28.53,95.18,98.37,55.47,82.72,114,97.63,97.34,0.93,0.865
SZ20221108255DNA-9,gdna,Cancer_B,3.93,26.19,94.21,97.95,54.92,3.54,26.06,94.69,98.22,55.18,90.12,145,97.97,97.08,0.86,0.868
SZ20221108256DNA-1,gdna,Cancer_B,3.8,25.34,94.66,98.16,55.09,3.33,25.23,95.22,98.45,55.44,87.58,117,97.88,97.26,0.89,0.862
SZ20221108257DNA-3,gdna,Cancer_B,8.18,54.54,94.32,97.97,55.02,7.09,54.19,94.9,98.3,55.45,86.62,144,97.94,97.29,0.88,0.873
SZ20221108232DNA-1,gdna,Cancer_B,9.04,60.24,94.01,97.5,55.09,6.42,59.66,96.38,98.84,55.96,71.0,103,97.29,96.57,0.98,0.865
SZ20221108230DNA-5,gdna,Cancer_B,6.25,41.64,94.09,97.86,56.74,5.61,41.36,94.79,98.29,57.16,89.77,158,97.82,97.19,0.79,0.82
SZ20221108205DNA-9,gdna,Cancer_B,7.74,51.59,94.26,97.94,54.65,6.56,51.31,95.03,98.36,55.14,84.83,159,97.89,97.07,0.91,0.881
SZ20221108217DNA-b,gdna,Cancer_B,4.99,33.28,94.69,98.14,55.34,4.24,33.13,95.4,98.52,55.89,84.95,112,97.76,97.22,0.9,0.881
SZ20221108206DNA-6,gdna,Cancer_B,8.39,55.92,93.92,97.71,55.31,7.05,55.54,94.87,98.27,55.81,84.0,110,97.5,96.92,0.9,0.87
SZ20221108208DNA-b,gdna,Cancer_B,6.95,46.35,93.76,97.71,55.74,5.94,46.1,94.46,98.11,56.36,85.5,144,98.3,97.11,0.92,0.87
SZ20221108209DNA-3,gdna,Cancer_B,7.53,50.18,94.35,97.94,54.96,6.12,49.95,95.52,98.57,55.67,81.31,108,97.97,96.88,0.95,0.884
SZ20221108210DNA-9,gdna,Cancer_B,6.31,42.05,93.93,97.76,55.23,5.46,41.8,94.84,98.28,55.67,86.6,102,97.86,97.19,0.89,0.865
SZ20221108211DNA-c,gdna,Cancer_B,5.4,36.03,93.45,97.5,56.33,4.78,35.61,94.19,97.98,56.73,88.4,144,97.76,97.22,0.86,0.845
SZ20221108212DNA-8,gdna,Cancer_B,6.83,45.55,94.25,97.92,55.32,5.73,45.33,95.12,98.37,55.85,83.87,126,97.89,97.2,0.93,0.877
SZ20221108213DNA-e,gdna,Cancer_B,6.25,41.66,94.43,98.01,55.14,5.41,41.43,95.04,98.36,55.63,86.57,126,97.81,97.27,0.9,0.879
SZ20221108214DNA-5,gdna,Cancer_B,8.72,58.13,94.76,98.17,55.19,7.46,57.83,95.41,98.51,55.71,85.51,119,97.87,97.1,0.91,0.877
SZ20221108215DNA-1,gdna,Cancer_B,8,53.36,95.01,98.31,54.75,6.85,53.16,95.63,98.63,55.26,85.61,127,97.91,97.24,0.91,0.884
SZ20221108216DNA-2,gdna,Cancer_B,8.79,58.59,94.94,98.23,54.55,7.19,58.35,95.85,98.71,55.14,81.77,104,97.75,97.29,0.93,0.881
SZ20221108218DNA-9,gdna,Cancer_B,5.5,36.69,94.2,97.92,54.56,4.77,36.49,94.68,98.19,54.88,86.68,125,97.81,97.23,0.88,0.875
SZ20221108229DNA-0,gdna,Cancer_B,8.25,54.97,94.55,98.07,55.05,6.76,54.73,95.54,98.58,55.77,82.01,112,97.98,97.15,0.94,0.889
SZ20221108219DNA-4,gdna,Cancer_B,4.78,31.84,94.03,97.85,54.68,4.18,31.64,94.59,98.17,55.04,87.56,121,97.9,97.11,0.88,0.868
SZ20221108220DNA-3,gdna,Cancer_B,7.23,48.21,95.05,98.28,55.03,6.0,48.02,95.95,98.76,55.66,82.98,137,97.96,97.22,0.93,0.881
SZ20221108221DNA-a,gdna,Cancer_B,6.72,44.77,94.05,97.79,55.41,5.64,44.47,94.78,98.21,56.01,83.92,116,97.9,97.27,0.9,0.869
SZ20221108222DNA-b,gdna,Cancer_B,5.52,36.78,94.04,97.84,55.44,4.91,36.56,94.55,98.14,55.76,89.01,129,97.72,97.15,0.83,0.844
SZ20221108223DNA-d,gdna,Cancer_B,6.35,42.31,94.47,98.03,55.61,5.36,42.1,95.28,98.47,56.22,84.46,107,97.9,97.15,0.9,0.874
SZ20221108224DNA-9,gdna,Cancer_B,8.33,55.53,94.48,98.06,55.1,7.08,55.33,95.25,98.47,55.61,84.99,126,97.73,97.22,0.83,0.88
SZ20221108225DNA-9,gdna,Cancer_B,6.56,43.76,94.37,97.94,55.32,5.45,43.47,95.38,98.49,55.92,83.09,135,97.89,97.31,0.91,0.863
SZ20221108226DNA-c,gdna,Cancer_B,5.85,38.97,93.88,97.77,55.51,5.14,38.71,94.54,98.17,55.94,87.88,162,97.78,97.13,0.84,0.864
SZ20221108227DNA-6,gdna,Cancer_B,7.87,52.49,94.71,98.1,54.58,6.4,52.22,95.72,98.63,55.2,81.26,117,97.99,97.02,0.95,0.888
SZ20221108228DNA-2,gdna,Cancer_B,6.25,41.69,95.01,98.25,55.68,5.33,41.49,95.82,98.69,56.3,85.2,143,97.88,97.27,0.94,0.872
SZ20221108151DNA-3,gdna,Cancer_B,4.22,28.16,92.27,96.9,54.67,3.46,27.96,93.41,97.66,55.15,82.03,112,97.89,97.08,0.97,0.876
SZ20221108148DNA-a,gdna,Cancer_B,6.66,44.4,92.76,97.25,54.66,5.62,44.1,93.62,97.74,55.14,84.31,138,97.91,97.17,0.97,0.869
SZ20221108259DNA-2,gdna,Cancer_B,11.01,73.41,94.35,97.99,54.82,9.63,72.92,94.9,98.31,55.15,87.48,136,97.83,97.29,0.9,0.869
SZ20221108147DNA-4,gdna,Cancer_B,9.6,63.99,92.56,97.12,54.63,7.97,63.63,93.82,97.85,55.14,83.0,112,97.9,97.08,0.96,0.876
SZ20221108071DNA-e,gdna,Cancer_B,6.66,44.42,93.09,97.36,54.93,5.53,44.16,94.09,97.99,55.49,82.99,112,97.82,97.08,0.96,0.868
SZ20221108072DNA-2,gdna,Cancer_B,6.77,45.12,92.85,97.13,54.75,5.44,44.82,94.21,98.02,55.4,80.3,112,97.77,97.15,0.97,0.874
SZ20221108073DNA-d,gdna,Cancer_B,5.96,39.76,93.14,97.34,54.79,4.88,39.52,94.35,98.1,55.36,81.77,112,97.8,97.16,0.97,0.871
SZ20221108075DNA-b,gdna,Cancer_B,6.58,43.88,93.14,97.36,54.67,5.46,43.58,94.15,98.01,55.19,82.99,112,97.81,97.19,0.97,0.869
SZ20221108076DNA-5,gdna,Cancer_B,7.23,48.2,93.18,97.39,54.72,5.92,47.91,94.31,98.09,55.25,81.94,112,97.85,97.2,0.98,0.875
SZ20221108077DNA-5,gdna,Cancer_B,7.48,49.88,93.1,97.3,54.69,6.04,49.57,94.37,98.1,55.28,80.73,112,97.8,97.2,0.98,0.874
SZ20221108078DNA-0,gdna,Cancer_B,5.57,37.12,92.96,97.21,54.78,4.58,36.71,94.11,97.97,55.3,82.16,138,97.8,97.18,0.97,0.87
SZ20221108079DNA-e,gdna,Cancer_B,8.15,54.33,93.13,97.27,54.72,6.53,53.99,94.51,98.17,55.29,80.17,112,97.83,97.18,0.98,0.874
SZ20221108080DNA-9,gdna,Cancer_B,7.24,48.27,92.98,97.21,54.82,5.88,47.93,94.27,98.05,55.4,81.15,112,97.77,97.15,0.97,0.866
SZ20221108081DNA-b,gdna,Cancer_B,7.02,46.81,92.98,97.22,54.7,5.7,46.52,94.2,98.02,55.28,81.24,135,97.8,97.07,0.96,0.875
SZ20221108082DNA-3,gdna,Cancer_B,4.94,32.93,92.83,97.13,54.58,3.99,32.7,94.18,98.01,55.19,80.75,112,97.77,97.1,0.97,0.864
SZ20221108083DNA-7,gdna,Cancer_B,7.1,47.31,93.02,97.26,54.92,5.61,47.02,94.33,98.06,55.68,79.09,112,97.99,97.51,0.99,0.909
SZ20221108084DNA-7,gdna,Cancer_B,7.28,48.55,93.16,97.38,54.75,6.04,48.23,94.17,98.02,55.3,82.98,138,97.86,97.22,0.97,0.867
SZ20221108085DNA-5,gdna,Cancer_B,6.87,45.81,93.05,97.31,54.72,5.67,45.51,94.1,97.97,55.26,82.54,112,97.85,97.27,0.98,0.884
SZ20221108086DNA-f,gdna,Cancer_B,4.65,30.99,92.76,97.1,54.99,3.69,30.79,94.21,98.02,55.78,79.46,112,97.88,97.12,0.98,0.891
SZ20221108087DNA-f,gdna,Cancer_B,6.84,45.59,92.62,97.03,54.86,5.57,45.3,94.25,98.06,55.45,81.48,112,97.79,97.15,0.96,0.869
SZ20221108088DNA-8,gdna,Cancer_B,6.52,43.44,92.87,97.17,54.82,5.28,43.15,94.16,98.0,55.44,81.11,112,97.75,97.13,0.97,0.867
SZ20221108089DNA-0,gdna,Cancer_B,8.82,58.79,93.18,97.43,54.8,7.3,58.42,94.22,98.03,55.32,82.82,138,97.85,97.15,0.96,0.868
SZ20221108090DNA-6,gdna,Cancer_B,4.72,31.43,93.02,97.37,54.76,3.94,31.23,93.89,97.89,55.29,83.65,138,97.81,97.15,0.96,0.872
SZ20221108091DNA-a,gdna,Cancer_B,6.39,42.58,92.66,97.16,54.96,5.28,42.22,93.79,97.83,55.52,82.67,129,97.84,97.07,0.96,0.872
SZ20221108092DNA-b,gdna,Cancer_B,7.23,48.19,93.21,97.48,54.62,6.07,47.91,94.08,97.98,55.1,83.91,149,97.83,97.16,0.96,0.87
SZ20221108093DNA-3,gdna,Cancer_B,8.06,53.76,93.16,97.4,54.77,6.53,53.41,94.29,98.06,55.42,81.01,112,97.79,97.16,0.97,0.874
SZ20221108094DNA-e,gdna,Cancer_B,5.04,33.61,93.26,97.47,54.77,4.11,33.41,94.4,98.12,55.36,81.55,112,97.89,97.27,0.97,0.885
SZ20221108070DNA-e,gdna,Cancer_B,6.43,42.84,92.98,97.22,54.83,5.23,42.53,94.27,98.05,55.41,81.32,112,97.77,97.13,0.97,0.865
SZ20221108069DNA-d,gdna,Cancer_B,5.48,36.5,92.92,97.2,54.8,4.45,36.25,94.11,97.98,55.42,81.35,112,97.81,97.1,0.96,0.869
SZ20221108068DNA-4,gdna,Cancer_B,7.61,50.76,93.04,97.32,54.79,6.32,50.45,94.14,98.0,55.29,82.96,138,97.81,97.12,0.97,0.869
SZ20221108046DNA-f,gdna,Cancer_B,6.39,42.63,92.21,96.94,55.39,5.62,42.02,93.1,97.56,55.75,87.84,266,97.81,96.34,0.8,0.86
SZ20221108035DNA-d,gdna,Cancer_B,7.69,51.28,93.67,97.71,55.07,6.63,51.04,94.52,98.2,55.58,86.14,141,97.82,97.08,0.9,0.865
SZ20221108036DNA-8,gdna,Cancer_B,14.17,94.48,93.79,97.77,55.45,12.25,94.02,94.63,98.25,55.94,86.45,120,97.81,96.88,0.91,0.858
SZ20221108037DNA-4,gdna,Cancer_B,6.8,45.3,93.58,97.67,55.68,5.89,45.04,94.37,98.14,56.2,86.64,126,97.81,96.75,0.9,0.86
SZ20221108038DNA-0,gdna,Cancer_B,7.05,47.03,93.73,97.75,55.51,6.07,46.79,94.58,98.23,56.03,85.99,138,97.79,97.18,0.9,0.865
SZ20221108040DNA-c,gdna,Cancer_B,2.59,17.26,94.0,97.84,55.39,2.22,17.18,94.76,98.28,55.98,85.64,113,97.76,97.16,0.93,0.88
SZ20221108041DNA-6,gdna,Cancer_B,4.66,31.06,93.83,97.8,55.76,4.07,30.91,94.45,98.16,56.3,87.33,106,97.76,97.31,0.88,0.863
SZ20221108042DNA-7,gdna,Cancer_B,4.58,30.53,93.63,97.68,55.42,3.94,30.34,94.47,98.17,55.95,86.04,239,97.73,97.33,0.9,0.864
SZ20221108043DNA-9,gdna,Cancer_B,6.13,40.9,93.15,97.45,56.51,5.37,40.63,93.91,97.91,57.05,87.57,120,97.72,97.28,0.86,0.862
SZ20221108044DNA-9,gdna,Cancer_B,9.2,61.34,92.91,97.37,56.41,8.26,60.88,93.49,97.73,56.87,89.78,122,97.78,97.03,0.84,0.85
SZ20221108045DNA-a,gdna,Cancer_B,7.27,48.48,93.39,97.63,54.7,6.38,48.22,94.09,98.03,55.05,87.8,107,97.8,97.1,0.89,0.874
SZ20221108047DNA-4,gdna,Cancer_B,6.6,44.01,93.47,97.61,54.85,5.74,43.77,94.2,98.04,55.25,86.92,122,97.8,97.37,0.89,0.874
SZ20221108066DNA-2,gdna,Cancer_B,4.15,27.7,93.02,97.38,54.73,3.49,27.52,94.0,97.97,55.21,84.09,138,97.85,97.1,0.95,0.869
SZ20221108048DNA-4,gdna,Cancer_B,4.45,29.66,93.89,97.86,54.57,3.96,29.53,94.55,98.24,54.92,89.0,118,97.78,97.27,0.86,0.856
SZ20221108049DNA-b,gdna,Cancer_B,4.89,32.61,93.3,97.58,55.03,4.38,32.43,94.05,98.03,55.28,89.63,127,97.76,97.24,0.86,0.852
SZ20221108050DNA-9,gdna,Cancer_B,5.15,34.36,93.83,97.78,54.91,4.54,34.17,94.52,98.19,55.33,88.13,109,97.86,97.27,0.91,0.868
SZ20221108051DNA-9,gdna,Cancer_B,7.29,48.58,93.81,97.76,55.45,6.32,48.39,94.65,98.25,55.93,86.74,141,97.9,97.35,0.89,0.869
SZ20221108053DNA-b,gdna,Cancer_B,9.03,60.18,94.24,98.0,54.34,7.99,59.99,94.82,98.34,54.67,88.56,144,97.81,97.62,0.92,0.886
SZ20221108054DNA-a,gdna,Cancer_B,11.77,78.49,94.38,97.95,55.36,9.26,78.19,95.57,98.58,56.24,78.61,104,98.19,98.07,female,0.935
SZ20221108055DNA-3,gdna,Cancer_B,5.79,38.59,93.84,97.79,54.42,5.05,38.42,94.43,98.14,54.81,87.24,103,97.79,97.62,0.9,0.879
SZ20221108063DNA-a,gdna,Cancer_B,5.41,36.08,93.21,97.44,54.65,4.39,35.86,94.44,98.16,55.22,81.19,112,97.79,97.2,0.97,0.867
SZ20221108064DNA-f,gdna,Cancer_B,2.56,17.1,93.23,97.48,54.64,2.13,17.0,94.27,98.09,55.19,83.04,138,97.81,97.17,0.97,0.866
